ref,title,author,date_created,date_issued,genre,canon_degree,glob_word,glob_book,glob_part,glob_chapter,glob_nouvelle,glob_paragraph,glob_sentence,glob_av_word_per_sent,glob_av_word_per_chap,glob_av_word_per_nouvelle,glob_deviation,glob_name,glob_verb,glob_adverb,glob_adj,glob_coord,glob_sub,glob_il,glob_ils,glob_elle,glob_elles,glob_je,glob_nous,glob_etat,glob_voc,first_word,first_paragraph,first_sentence,first_av_word_per_sent,first_name,first_verb,first_adverb,first_adj,first_coord,first_sub,first_il,first_ils,first_elle,first_elles,first_je,first_nous,first_etat,first_voc,second_word,second_paragraph,second_sentence,second_av_word_per_sent,second_name,second_verb,second_adverb,second_adj,second_coord,second_sub,second_il,second_ils,second_elle,second_elles,second_je,second_nous,second_etat,second_voc,1/10_words,1/10_sentence,1/10_av_word_per_sent,1/10_name,1/10_verb,1/10_adverb,1/10_adj,1/10_coord,1/10_sub,1/10_il,1/10_ils,1/10_elle,1/10_elles,1/10_je,1/10_nous,1/10_etat,1/10_voc,2/10_word,2/10_sentence,2/10_av_word_per_sent,2/10_name,2/10_verb,2/10_adverb,2/10_adj,2/10_coord,2/10_sub,2/10_il,2/10_ils,2/10_elle,2/10_elles,2/10_je,2/10_nous,2/10_etat,2/10_voc,10/10_word,10/10_sentence,10/10_av_word_per_sent,10/10_name,10/10_verb,10/10_adverb,10/10_adj,10/10_coord,10/10_sub,10/10_il,10/10_ils,10/10_elle,10/10_elles,10/10_je,10/10_nous,10/10_etat,10/10_voc,mid_word,mid_paragraph,mid_sentence,mid_av_word_per_sent,mid_name,mid_verb,mid_adverb,mid_adj,mid_coord,mid_sub,mid_il,mid_ils,mid_elle,mid_elles,mid_je,mid_nous,mid_etat,mid_voc,last_word,last_paragraph,last_sentence,last_av_word_per_sent,last_name,last_verb,last_adverb,last_adj,last_coord,last_sub,last_il,last_ils,last_elle,last_elles,last_je,last_nous,last_etat,last_voc,titled_books,titled_parts,titled_chapters,numbered_books,numbered_parts,numbered_chapters
1944_Aragon-Louis_Aurelien.xml,Aurélien,male,1944,1944,,canon,253977,0,1,86,0,3478,10433,17,2953.220930232558,,1518.3256986187723,805,41122,17928,11028,5272,2543,3092,264,1739,52,1036,311,6544,9051,8402,47,290,26,67,1223,544,321,220,71,71,5,30,1,58,28,224,1279,1799,15,86,18,10,283,137,106,42,24,16,5,27,1,3,0,58,528,25398,922,26,179,3861,1748,1130,639,240,288,21,153,10,109,39,654,2832,25398,880,27,133,3983,1725,1186,568,264,247,21,175,9,116,24,614,2815,25395,1134,21,160,4062,1652,1104,475,248,296,37,95,2,47,42,616,2830,3999,26,162,21,15,601,236,215,67,50,53,4,29,0,3,1,87,963,1729,16,83,17,14,291,104,71,35,18,18,7,8,0,2,3,49,479,0,1,0,0,0,86
1881_Gaboriau-Emile_Les-amours-d-une-empoisonneuse.xml,Les amours d'une empoisonneuse,male,1881,1881,roman historique,non-canon,59058,0,0,15,0,2381,2479,14,3937.2,,2867.132669211026,123,9665,3584,2747,1584,483,678,66,157,18,464,173,1369,4163,3141,138,134,14,36,446,169,128,102,21,21,2,2,2,21,7,63,834,4163,136,139,17,20,624,292,181,116,22,29,4,25,4,28,16,90,890,5906,230,24,43,851,357,263,186,36,39,4,23,5,40,18,118,1233,5906,205,27,40,938,341,292,156,45,62,3,17,1,43,23,127,1236,5904,298,18,32,923,235,286,160,69,38,2,17,4,35,8,145,1229,2875,127,135,14,14,512,205,122,82,18,38,3,15,0,28,2,68,658,594,35,31,9,9,100,18,30,17,7,4,1,1,0,3,0,15,236,0,0,1,0,0,14
1991_Bauchau-Henry_Diotime-et-les-lions.xml,Diotime et les lions,male,1991,1991,,canon,13843,0,0,0,0,105,597,22,13843,,0,22,2728,779,501,500,116,150,19,39,7,148,120,464,1571,3141,138,134,14,36,446,169,128,102,21,21,2,2,2,21,7,63,834,4163,136,139,17,20,624,292,181,116,22,29,4,25,4,28,16,90,890,1384,53,24,8,225,82,60,51,12,18,2,3,2,14,7,38,404,1384,57,22,2,273,66,53,56,17,7,5,17,0,20,6,41,402,1387,68,19,4,290,51,53,51,10,14,0,0,1,10,10,51,400,2875,127,135,14,14,512,205,122,82,18,38,3,15,0,28,2,68,658,594,35,31,9,9,100,18,30,17,7,4,1,1,0,3,0,15,236,0,0,0,0,0,0
1856_Feval-Paul-(pere)_Madame-Gil-Blas-souvenirs-et-aventures-d-une-femme-de-notre-temps-(Volume 6).xml,"Madame Gil Blas, souvenirs et aventures d'une femme de notre temps",male,1856,1856,cycles et séries,non-canon,11115,1,0,4,0,455,582,13,2778.75,,1193.4720706130215,55,1860,669,528,279,97,69,17,62,1,125,18,296,1717,2344,70,109,14,6,382,129,156,67,22,13,4,14,0,25,5,67,596,1817,62,95,12,17,275,112,91,46,16,15,0,18,0,15,2,44,541,1112,57,18,6,178,67,82,31,10,2,1,8,0,15,4,35,381,1112,45,23,3,186,56,66,33,10,10,3,3,0,8,1,31,329,1107,61,17,15,186,66,38,26,4,14,0,1,0,7,0,22,339,4522,209,248,12,29,788,286,195,110,45,19,13,24,1,53,11,126,971,2432,114,130,11,25,415,142,86,56,14,22,0,6,0,32,0,59,618,0,0,1,1,0,4
1847_Collin-de-Plancy-Jacques-Albin-Simon-(1794-1881)_Legende-du-Juif-Errant.xml,Légende du Juif-Errant,male,1847,1847,roman historique,non-canon,103412,0,0,24,0,2074,4257,21,4241.708333333333,,1750.4131556805983,484,17334,5647,4253,2840,945,1351,268,255,47,344,441,2406,5586,3220,97,171,17,37,496,187,172,92,33,39,3,8,2,14,12,72,873,1658,40,85,16,27,242,118,76,43,14,20,1,4,1,7,1,42,509,10341,507,19,121,1631,650,469,296,100,144,24,16,4,38,49,230,1815,10341,462,21,83,1726,584,454,297,85,128,22,25,7,28,100,244,1727,10343,389,25,134,1655,449,392,257,58,111,58,8,4,16,29,231,1820,5786,108,240,20,67,962,303,249,165,73,90,4,2,0,46,26,138,1194,1011,11,31,31,28,148,49,45,27,7,13,7,1,0,0,4,19,359,0,0,0,0,0,24
1861_Rocca-Maria-della-(nee-Embden-Heine-pseud-Camille-Henry-Princesse)_Le-Roman-d-une-femme-laide.xml,Le Roman d'une femme laide,female,1861,1861,nouvelles,non-canon,63897,0,0,10,5,155,1647,37,5285.3,12779.4,2897.1466825136763,126,9965,3831,3372,2021,503,608,31,953,29,298,55,1292,4064,6160,1,154,39,14,915,373,377,219,44,52,2,97,2,15,2,119,1211,9469,1,285,32,8,1500,531,491,310,64,87,5,161,1,35,8,196,1427,6390,158,38,17,942,382,395,228,46,52,2,99,2,15,2,122,1244,6390,196,31,8,1007,370,332,221,43,68,4,106,1,26,6,133,1138,6387,187,33,32,961,344,310,193,45,72,6,95,3,10,5,112,1265,875,1,23,38,4,160,63,39,27,1,7,0,6,0,13,3,31,304,8254,1,217,37,30,1247,493,400,250,63,107,3,126,3,9,6,154,1451,0,0,0,0,0,10
1934_Veuzit-Max-du_La-chataigneraie.xml,La chataigneraie,female,1934,1934,,non-canon,78439,0,0,0,0,3329,3435,15,78439,,0,92,14162,5921,3221,1954,732,780,24,222,22,1081,237,2120,4035,6160,1,154,39,14,915,373,377,219,44,52,2,97,2,15,2,119,1211,9469,1,285,32,8,1500,531,491,310,64,87,5,161,1,35,8,196,1427,7844,321,23,26,1380,565,371,208,93,54,0,33,2,75,23,218,1365,7844,361,20,21,1417,632,315,182,96,89,0,20,1,101,20,232,1261,7843,332,22,23,1411,610,316,184,66,73,2,34,0,117,27,214,1239,875,1,23,38,4,160,63,39,27,1,7,0,6,0,13,3,31,304,8254,1,217,37,30,1247,493,400,250,63,107,3,126,3,9,6,154,1451,0,0,0,0,0,0
1869_Carraud-Zulma-Tourangin-Mme_Les-Gouters-de-la-grand-mere.xml,Les Goûters de la grand-mère,female,1869,1869,"littérature jeunesse,nouvelles",non-canon,72181,0,9,6,18,1564,2304,24,2142.3333333333335,3745.3333333333335,1002.408034019414,196,11840,4721,3881,2222,714,642,119,516,92,492,290,1569,4798,3138,37,98,28,22,463,202,162,93,29,21,3,57,5,2,0,51,727,1942,54,69,21,8,327,130,106,53,17,7,0,24,2,8,10,37,531,7218,227,30,33,1191,458,398,232,77,61,15,44,3,52,28,164,1298,7218,250,27,26,1268,471,370,256,65,50,8,67,9,93,46,175,1213,7219,237,29,32,1179,496,353,205,79,44,21,21,3,66,105,160,1375,3595,128,133,19,15,638,302,200,110,41,14,0,37,2,48,4,94,754,1149,38,41,15,13,196,81,81,36,10,4,0,5,2,7,6,28,384,0,9,0,0,1,6
1995_Vargas-Fred_Debout-les-morts.xml,Debout les morts,female,1995,1995,"cycles et séries,policier",non-canon,86870,0,0,34,0,2309,6350,11,2555.0,,1762.6035495049002,147,15708,5974,3536,2142,642,873,90,419,13,366,64,2356,4636,1981,64,155,12,8,319,132,114,49,11,19,0,10,0,3,0,61,514,1032,11,80,11,7,157,69,35,30,5,16,2,0,0,0,0,32,309,8687,635,12,28,1374,576,468,239,52,89,11,25,1,15,3,248,1412,8687,663,12,32,1540,632,406,206,76,85,7,33,1,24,5,238,1303,8687,557,14,43,1625,578,345,208,69,131,8,93,2,24,5,213,1328,2342,60,154,12,20,426,152,93,67,26,14,4,14,0,12,6,70,578,8057,174,514,12,42,1486,539,317,192,67,125,6,81,2,24,5,191,1270,0,0,0,0,0,34
1977_Ernaux-Annie_Ce-qu-ils-disent-ou-rien.xml,Ce qu'ils disent ou rien,female,1977,1977,,canon,43905,0,0,0,0,31,1643,25,43905,,0,77,7717,3522,1654,840,467,423,195,370,17,675,92,1236,3076,1981,64,155,12,8,319,132,114,49,11,19,0,10,0,3,0,61,514,1032,11,80,11,7,157,69,35,30,5,16,2,0,0,0,0,32,309,4390,166,25,21,723,377,186,64,50,33,15,26,2,85,12,115,868,4390,149,28,19,761,360,147,90,39,41,21,36,0,84,3,110,912,4395,173,24,19,787,349,164,67,54,51,20,61,1,57,7,123,827,2342,60,154,12,20,426,152,93,67,26,14,4,14,0,12,6,70,578,8057,174,514,12,42,1486,539,317,192,67,125,6,81,2,24,5,191,1270,0,0,0,0,0,0
1843_Doutre-Joseph_Les-fiances-de-1812.xml,Les fiancés de 1812,male,1843,1843,roman d'aventures,non-canon,73643,0,2,19,0,958,3567,18,3428.5263157894738,,2538.4044281665742,212,12024,4490,3318,2110,521,701,159,334,11,459,217,1668,4617,2226,29,88,21,11,347,125,108,65,17,29,9,0,0,5,16,45,656,3178,39,132,21,13,540,194,137,97,36,23,12,5,0,19,6,68,792,7364,293,23,31,1181,475,344,226,65,70,36,4,1,24,61,168,1432,7364,325,21,39,1255,400,302,177,60,75,12,18,2,53,31,173,1354,7367,346,20,44,1218,466,320,188,50,74,4,51,1,74,9,160,1349,3763,79,198,16,41,642,196,149,123,14,45,7,12,0,14,11,108,902,2523,49,114,18,17,445,169,116,68,13,48,2,7,0,9,2,55,642,0,2,0,0,0,19
1844_Balzac-Honore-de_Le-Colonel-Chabert.xml,Le Colonel Chabert,male,1844,1844,cycles et séries,canon,27097,0,0,0,0,438,997,24,27097,,0,110,4484,1353,1287,661,225,229,29,87,17,211,69,671,3052,2226,29,88,21,11,347,125,108,65,17,29,9,0,0,5,16,45,656,3178,39,132,21,13,540,194,137,97,36,23,12,5,0,19,6,68,792,2710,91,28,19,420,105,160,76,22,31,6,0,1,8,8,60,763,2710,110,23,25,449,120,134,51,19,20,2,3,0,11,8,73,773,2707,98,26,16,444,136,130,63,17,27,4,10,1,8,4,55,717,3763,79,198,16,41,642,196,149,123,14,45,7,12,0,14,11,108,902,2523,49,114,18,17,445,169,116,68,13,48,2,7,0,9,2,55,642,0,0,0,0,0,0
1984_Daeninckx-Didier_Meurtres-pour-memoire.xml,Meurtres pour mémoire,male,1983,1983,"cycles et séries,policier",non-canon,58331,0,0,12,0,1292,3121,15,4860.083333333333,,3091.855384667428,516,8825,3015,2442,1026,257,398,103,73,8,251,126,1122,5659,4648,101,233,17,110,640,204,178,100,9,39,17,6,1,11,9,69,1268,3455,51,179,17,53,489,146,152,71,14,29,10,5,2,1,1,46,1049,5833,296,18,124,789,253,232,125,16,44,21,6,3,11,10,81,1518,5833,318,17,95,845,311,227,114,22,42,17,13,0,13,12,96,1473,5834,330,16,61,960,301,238,84,31,55,9,5,0,27,13,124,1395,9181,212,483,14,92,1454,521,400,154,52,59,11,11,4,44,13,194,1957,268,13,11,13,12,36,8,15,7,0,0,0,0,0,0,0,6,149,0,0,2,0,0,11
1864_Goncourt-Edmond-de-Goncourt-Jules-de_Renee-Mauperin.xml,Renee Mauperin,male,1864,1864,,canon,76771,0,0,65,0,65,2292,33,1181.0923076923077,,1026.6685310245728,332,12184,4213,2968,1874,756,816,85,596,29,638,184,1974,4853,2526,1,62,39,21,380,139,120,54,29,20,2,8,3,30,16,89,627,2198,1,76,28,31,287,58,105,44,15,40,0,11,0,0,0,33,662,7677,238,31,69,1157,380,322,153,76,84,6,37,3,64,22,218,1444,7677,257,28,37,1236,367,310,187,89,93,4,93,0,46,10,195,1330,7678,235,31,38,1241,468,299,212,95,63,7,116,0,63,37,199,1199,783,1,14,56,10,141,56,34,16,12,10,0,3,0,20,2,31,242,171,1,11,15,4,29,4,3,7,1,0,1,0,0,0,0,7,90,0,0,0,0,0,65
1895_Tardivel-Jules-Paul_Pour-la-patrie.xml,Pour la patrie,male,1895,1895,,non-canon,73739,0,0,36,0,1229,3204,20,2046.8333333333333,,1795.8118021027228,231,11893,4829,3763,2021,541,772,119,113,16,439,362,2032,4559,1998,16,55,31,26,303,125,108,52,14,18,2,6,1,11,5,48,612,535,15,28,12,6,80,27,33,11,4,3,0,1,0,1,0,14,228,7374,322,21,57,1133,446,426,203,54,60,10,13,1,43,32,205,1443,7374,336,20,52,1150,510,414,214,41,74,12,15,0,52,52,217,1400,7373,347,20,58,1179,478,386,186,64,58,12,6,1,37,22,204,1325,1603,27,70,21,15,288,109,63,41,19,18,5,0,2,12,1,58,466,2433,29,102,21,31,387,162,124,61,24,22,1,2,0,7,15,73,631,0,0,3,0,0,33
1954_San-Antonio_Du-mouron-a-se-faire.xml,Du mouron à se faire,male,1954,1954,"cycles et séries,policier",non-canon,41602,0,0,21,0,1921,1109,13,1980.2857142857142,,750.7436408559944,219,7077,2388,2012,909,405,362,33,119,18,647,51,1073,4628,3663,141,102,13,21,588,165,185,79,38,21,1,1,2,63,2,71,998,2862,104,93,16,21,464,178,162,69,34,24,2,13,5,43,1,75,813,4160,116,34,28,656,185,226,93,45,26,1,4,2,70,2,83,1102,4160,134,30,32,729,255,207,93,41,33,7,14,8,62,3,109,1027,4162,96,40,33,738,213,176,98,27,47,3,13,0,49,6,124,1038,1306,33,47,14,10,201,54,58,26,13,9,1,7,0,24,5,39,483,316,27,4,-1,4,50,16,15,4,2,6,0,1,0,3,0,9,155,0,0,2,0,0,21
1949_Simenon-Georges_Mon-ami-Maigret.xml,Mon ami Maigret,male,1948,1948,"cycles et séries,policier",canon,52567,0,0,9,0,2094,2950,13,5840.777777777777,,649.2094765516323,151,9109,3741,1995,1063,435,663,55,185,8,176,70,1701,3436,5271,209,275,14,56,914,369,220,106,45,79,9,5,1,15,8,182,1051,6622,218,397,13,53,1027,437,300,130,47,69,4,6,1,17,11,210,1157,5257,275,17,56,912,368,218,106,45,79,9,5,1,15,8,181,1047,5257,312,15,51,786,316,244,105,35,56,4,6,1,5,4,163,1007,5254,278,17,40,898,370,195,102,37,52,5,10,0,15,11,125,957,6482,178,354,15,34,1084,450,288,148,47,120,7,66,1,8,2,232,1085,4517,164,236,14,34,765,307,176,88,32,43,5,8,0,11,9,105,865,0,0,0,0,0,9
1944_Simenon-Georges_L-Improbable-Monsieur-Owen.xml,L'Improbable Monsieur Owen,male,1944,1944,"cycles et séries,policier",canon,12115,0,0,3,0,502,342,17,4038.3333333333335,,293.19333780516456,45,2129,873,531,298,100,158,5,42,1,57,8,346,1692,4002,150,144,16,25,640,260,193,94,30,54,1,7,0,21,2,110,924,3765,161,96,18,22,698,276,144,85,29,42,2,14,0,19,0,106,803,1212,32,35,19,174,69,60,33,14,14,1,1,0,1,1,35,434,1212,46,24,9,207,86,58,35,2,12,0,2,0,9,1,39,385,1207,23,52,14,213,91,54,35,15,13,1,6,1,4,0,32,400,3765,161,96,18,22,698,276,144,85,29,42,2,14,0,19,0,106,803,4348,191,102,14,20,791,337,194,119,41,62,2,21,1,17,6,130,893,0,0,0,0,0,3
1868_Ponson-du-Terrail-Pierre_Rocambole-Les-Miseres-de-Londre-Tome-II-L-Enfant-perdu.xml,Rocambole - Les Misères de Londre- Tome II - L'Enfant perdu,male,1868,1868,"cycles et séries,roman d'aventures",non-canon,80431,0,2,58,0,4834,4310,10,1386.155172413793,,110.37206640700448,174,13836,4324,3530,2727,536,970,74,247,10,398,241,2127,3873,1669,90,93,11,13,284,88,67,71,3,43,0,6,0,2,1,44,436,1434,108,88,7,17,252,109,76,42,14,12,3,12,0,7,1,42,389,8043,462,16,50,1455,490,320,298,64,129,5,34,0,36,37,212,1134,8043,416,18,43,1442,475,258,291,52,108,10,20,1,43,22,198,1148,8044,448,16,51,1413,483,363,268,49,74,11,37,2,40,35,200,1221,1214,80,88,6,7,204,53,44,36,9,10,2,0,0,4,4,36,341,1366,81,71,9,9,248,66,64,41,7,17,2,6,0,4,0,27,361,0,2,0,0,0,58
2013_Jourde-Pierre_La-premiere-pierre.xml,La première pierre,male,2013,2013,"mémoires et autobiographie,non-fiction",non-canon,59683,0,0,14,0,16,2240,25,4246.5,,712.9373421599922,200,9058,3961,2546,1463,514,584,138,135,44,69,109,1548,4900,4156,1,172,22,14,638,284,179,113,35,37,8,3,1,0,0,81,981,3748,1,151,23,22,578,270,130,91,33,29,7,5,2,0,4,102,846,5968,258,22,39,913,419,240,154,51,49,12,6,2,0,0,130,1257,5968,212,27,23,958,426,245,135,52,47,11,12,14,1,4,155,1244,5971,214,26,27,892,416,235,148,72,51,17,9,2,0,5,161,1208,4595,1,177,24,25,713,343,236,120,41,41,10,11,0,4,5,126,1008,3393,2,108,29,20,525,237,132,94,47,24,15,7,0,0,1,90,771,0,0,0,0,0,14
1846_Balzac-Honore-de_Louis-LambertFC.xml,Louis Lambert,male,1846,1846,cycles et séries,canon,45554,0,0,0,0,174,1326,32,45554,,0,207,6403,2522,2584,1248,432,338,42,67,28,287,267,1091,4158,4156,1,172,22,14,638,284,179,113,35,37,8,3,1,0,0,81,981,3748,1,151,23,22,578,270,130,91,33,29,7,5,2,0,4,102,846,4555,121,36,33,581,207,249,130,26,38,10,10,2,13,19,94,1132,4555,127,34,29,616,245,269,118,29,39,7,2,1,18,69,101,1148,4559,172,25,27,652,227,215,114,38,44,2,17,3,23,11,137,950,4595,1,177,24,25,713,343,236,120,41,41,10,11,0,4,5,126,1008,3393,2,108,29,20,525,237,132,94,47,24,15,7,0,0,1,90,771,0,0,0,0,0,0
1879_Belot-Adolphe_Une-Joueuse.xml,"Une Joueuse, par Adolphe Belot (1879)",male,1879,1879,,non-canon,57951,0,0,30,0,1057,1820,28,1931.7,,904.7613192591658,128,9888,3735,2279,1555,457,685,105,431,40,371,149,1263,3642,1973,24,65,26,18,273,115,118,63,8,19,13,16,3,0,1,51,595,2062,43,74,26,17,312,119,109,55,11,21,6,12,4,4,6,53,601,5795,192,29,37,892,339,302,174,30,71,21,47,7,7,7,142,1194,5795,168,33,20,977,372,239,152,50,80,11,36,1,46,17,108,1044,5796,200,27,30,913,321,263,156,39,57,4,10,1,28,13,124,1177,1789,30,60,30,9,268,95,77,48,20,6,3,30,0,2,3,24,499,5632,89,197,29,29,883,310,255,154,36,57,4,8,1,28,10,119,1158,0,0,0,0,0,30
1996_Bergounioux-Pierre_La-mort-de-Brune.xml,La mort de Brune,male,1996,1996,mémoires et autobiographie,canon,38307,0,0,9,0,186,1225,29,4256.333333333333,,1738.4867701538599,141,5562,1839,2185,1032,361,293,50,56,36,211,135,889,4505,2401,14,70,33,7,312,96,170,66,17,14,3,2,1,9,7,41,771,4060,20,140,28,24,607,177,215,94,33,25,2,19,0,38,1,103,1043,3831,124,29,10,522,149,262,95,28,22,5,5,1,20,7,80,1065,3831,120,30,22,573,169,183,102,40,22,0,18,2,37,5,91,974,3828,117,31,10,622,195,194,95,48,56,4,3,1,19,19,104,940,5747,25,184,29,18,876,290,318,159,54,49,7,2,3,36,22,142,1348,1791,9,45,38,4,292,70,106,42,29,18,2,3,0,3,13,56,567,0,0,0,0,0,9
1919_Loti-Pierre_Prime-jeunesse.xml,Prime jeunesse,male,1919,1919,mémoire et autobiographie,canon,42502,0,0,52,0,467,679,49,817.2692307692307,,609.4268318251309,182,5693,2746,2866,1210,416,188,49,212,22,527,252,948,4199,1076,9,17,47,12,143,54,73,28,11,2,5,1,0,15,8,18,418,332,6,7,29,4,46,15,22,9,5,1,1,0,0,6,1,7,162,4250,63,65,35,543,267,310,112,48,18,6,15,5,35,24,95,1080,4250,81,51,40,568,285,282,119,33,13,1,38,3,56,33,102,1037,4252,51,82,24,526,274,340,123,40,10,12,18,2,35,62,91,1075,295,4,4,53,1,39,17,26,13,2,3,0,1,0,6,0,5,170,1291,12,17,50,4,168,86,99,37,16,3,6,5,0,7,26,37,420,0,0,0,0,0,52
